beta,gamma_min,gamma_max
143237204804.74576,0.0,333333.0
149012677868.29343,0.0,333332.99999921373
155021024012.22128,0.0,333332.9999944878
161271632921.3169,0.0,333333.0
167774272882.2237,0.0,333332.9999920498
174539106049.0614,0.0,333333.0
181576704324.57275,0.0,333332.99999925564
188898065881.61328,0.0,333333.0
196514632350.80664,0.0,333332.9999902056
204438306701.22186,0.0,333333.0
212681471842.02066,0.0,333332.99999196315
221257009974.13968,0.0,333333.0
230178322722.2548,0.0,333333.0
239459352078.48645,0.0,333332.999998369
249114602190.5772,0.0,333333.0
259159162028.59082,0.0,333332.99999381945
269608728965.5559,0.0,333332.99998938263
280479633308.90753,0.0,333332.99999145645
291788863821.0596,0.0,333333.0
303554094268.9945,0.0,333333.0
315793711044.3607,0.0,333333.0
328526841897.2389,0.0,333333.0
341773385828.4861,0.0,333332.99998621835
355554044187.3687,0.0,333332.99999694317
369890353023.085,0.0,333333.0
384804716740.734,0.0,333332.9999989386
400320443114.32904,0.0,333333.0
416461779711.5713,0.0,333332.9999939328
433253951787.309,0.0,333332.9999887451
450723201704.9008,0.0,333332.9999911227
468896829947.0868,0.0,333333.0
487803237780.464,0.0,333332.99999235687
507471971640.2354,0.0,333332.99999761913
527933769304.6001,0.0,333332.99999212625
549220607930.9411,0.0,333332.99998625496
571365754028.8829,0.0,333332.99998905446
594403815448.3147,0.0,333332.99999159743
618370795463.6263,0.0,333333.0
643304149038.6732,0.0,333332.999988039
669242841360.4064,0.0,333333.0
696227408732.6393,0.0,333333.0
724300021925.1118,0.0,333333.0
753504552076.8566,0.0,333333.0
783886639256.859,0.0,333332.9999583124
815493763789.1508,0.0,333333.0
848375320453.8076,0.0,333333.0
882582695679.8087,0.0,333332.9999827125
918169347850.3907,0.0,333333.0
955190890846.3989,0.0,333332.999967962
993705180958.1925,0.0,333333.0
1033772407301.9282,0.0,333333.0
