z H(z)_km_s_Mpc chi_Mpc
8.5951819419e+01 2.9009376282e+04 1.3341182932e+04
8.6219447255e+01 2.9144683103e+04 1.3343942266e+04
8.6487908402e+01 2.9280629709e+04 1.3346697341e+04
8.6757205455e+01 2.9417219160e+04 1.3349448163e+04
8.7027341018e+01 2.9554454534e+04 1.3352194737e+04
8.7298317701e+01 2.9692338922e+04 1.3354937070e+04
8.7570138123e+01 2.9830875431e+04 1.3357675167e+04
8.7842804911e+01 2.9970067182e+04 1.3360409033e+04
8.8116320700e+01 3.0109917313e+04 1.3363138675e+04
8.8390688135e+01 3.0250428976e+04 1.3365864097e+04
8.8665909866e+01 3.0391605339e+04 1.3368585307e+04
8.8941988554e+01 3.0533449584e+04 1.3371302309e+04
8.9218926867e+01 3.0675964911e+04 1.3374015110e+04
8.9496727482e+01 3.0819154532e+04 1.3376723715e+04
8.9775393084e+01 3.0963021678e+04 1.3379428129e+04
9.0054926365e+01 3.1107569595e+04 1.3382128358e+04
9.0335330028e+01 3.1252801543e+04 1.3384824409e+04
9.0616606783e+01 3.1398720800e+04 1.3387516286e+04
9.0898759349e+01 3.1545330659e+04 1.3390203996e+04
9.1181790451e+01 3.1692634429e+04 1.3392887544e+04
9.1465702826e+01 3.1840635434e+04 1.3395566935e+04
9.1750499219e+01 3.1989337017e+04 1.3398242176e+04
9.2036182380e+01 3.2138742536e+04 1.3400913272e+04
9.2322755072e+01 3.2288855363e+04 1.3403580228e+04
9.2610220065e+01 3.2439678891e+04 1.3406243051e+04
9.2898580135e+01 3.2591216525e+04 1.3408901746e+04
9.3187838072e+01 3.2743471690e+04 1.3411556318e+04
9.3477996670e+01 3.2896447825e+04 1.3414206773e+04
9.3769058733e+01 3.3050148388e+04 1.3416853117e+04
9.4061027075e+01 3.3204576853e+04 1.3419495355e+04
9.4353904518e+01 3.3359736710e+04 1.3422133493e+04
9.4647693893e+01 3.3515631468e+04 1.3424767537e+04
9.4942398038e+01 3.3672264652e+04 1.3427397491e+04
9.5238019802e+01 3.3829639803e+04 1.3430023363e+04
9.5534562042e+01 3.3987760481e+04 1.3432645156e+04
9.5832027625e+01 3.4146630264e+04 1.3435262877e+04
9.6130419425e+01 3.4306252745e+04 1.3437876532e+04
9.6429740327e+01 3.4466631536e+04 1.3440486126e+04
9.6729993223e+01 3.4627770267e+04 1.3443091664e+04
9.7031181015e+01 3.4789672584e+04 1.3445693151e+04
9.7333306614e+01 3.4952342154e+04 1.3448290595e+04
9.7636372940e+01 3.5115782658e+04 1.3450883999e+04
9.7940382923e+01 3.5279997798e+04 1.3453473370e+04
9.8245339501e+01 3.5444991293e+04 1.3456058713e+04
9.8551245621e+01 3.5610766879e+04 1.3458640034e+04
9.8858104239e+01 3.5777328313e+04 1.3461217338e+04
9.9165918322e+01 3.5944679367e+04 1.3463790630e+04
9.9474690844e+01 3.6112823834e+04 1.3466359916e+04
9.9784424790e+01 3.6281765524e+04 1.3468925202e+04
1.0009512315e+02 3.6451508268e+04 1.3471486493e+04
1.0040678894e+02 3.6622055912e+04 1.3474043794e+04
1.0071942515e+02 3.6793412324e+04 1.3476597111e+04
1.0103303482e+02 3.6965581390e+04 1.3479146450e+04
1.0134762098e+02 3.7138567013e+04 1.3481691815e+04
1.0166318666e+02 3.7312373119e+04 1.3484233213e+04
1.0197973492e+02 3.7487003650e+04 1.3486770649e+04
1.0229726881e+02 3.7662462568e+04 1.3489304127e+04
1.0261579140e+02 3.7838753855e+04 1.3491833655e+04
1.0293530578e+02 3.8015881513e+04 1.3494359236e+04
1.0325581503e+02 3.8193849561e+04 1.3496880877e+04
1.0357732225e+02 3.8372662041e+04 1.3499398582e+04
1.0389983054e+02 3.8552323012e+04 1.3501912358e+04
1.0422334303e+02 3.8732836555e+04 1.3504422209e+04
1.0454786283e+02 3.8914206769e+04 1.3506928142e+04
1.0487339309e+02 3.9096437775e+04 1.3509430161e+04
1.0519993696e+02 3.9279533714e+04 1.3511928271e+04
1.0552749758e+02 3.9463498745e+04 1.3514422479e+04
1.0585607813e+02 3.9648337050e+04 1.3516912789e+04
1.0618568177e+02 3.9834052829e+04 1.3519399207e+04
1.0651631170e+02 4.0020650306e+04 1.3521881738e+04
1.0684797112e+02 4.0208133723e+04 1.3524360388e+04
1.0718066322e+02 4.0396507343e+04 1.3526835162e+04
1.0751439122e+02 4.0585775450e+04 1.3529306065e+04
1.0784915835e+02 4.0775942351e+04 1.3531773103e+04
1.0818496784e+02 4.0967012371e+04 1.3534236280e+04
1.0852182294e+02 4.1158989859e+04 1.3536695603e+04
1.0885972690e+02 4.1351879183e+04 1.3539151076e+04
1.0919868300e+02 4.1545684734e+04 1.3541602705e+04
1.0953869450e+02 4.1740410923e+04 1.3544050495e+04
1.0987976469e+02 4.1936062185e+04 1.3546494452e+04
1.1022189688e+02 4.2132642975e+04 1.3548934580e+04
1.1056509436e+02 4.2330157770e+04 1.3551370885e+04
1.1090936045e+02 4.2528611069e+04 1.3553803373e+04
1.1125469848e+02 4.2728007394e+04 1.3556232047e+04
1.1160111179e+02 4.2928351288e+04 1.3558656915e+04
1.1194860372e+02 4.3129647317e+04 1.3561077981e+04
1.1229717764e+02 4.3331900070e+04 1.3563495250e+04
1.1264683691e+02 4.3535114156e+04 1.3565908727e+04
1.1299758492e+02 4.3739294210e+04 1.3568318418e+04
1.1334942504e+02 4.3944444887e+04 1.3570724328e+04
1.1370236069e+02 4.4150570867e+04 1.3573126462e+04
1.1405639528e+02 4.4357676852e+04 1.3575524826e+04
1.1441153222e+02 4.4565767567e+04 1.3577919424e+04
1.1476777495e+02 4.4774847760e+04 1.3580310262e+04
1.1512512691e+02 4.4984922202e+04 1.3582697345e+04
1.1548359155e+02 4.5195995690e+04 1.3585080678e+04
1.1584317235e+02 4.5408073042e+04 1.3587460267e+04
1.1620387277e+02 4.5621159100e+04 1.3589836116e+04
1.1656569630e+02 4.5835258730e+04 1.3592208231e+04
1.1692864645e+02 4.6050376824e+04 1.3594576616e+04
1.1729272670e+02 4.6266518294e+04 1.3596941278e+04
1.1765794060e+02 4.6483688080e+04 1.3599302221e+04
1.1802429165e+02 4.6701891143e+04 1.3601659450e+04
1.1839178342e+02 4.6921132473e+04 1.3604012971e+04
1.1876041944e+02 4.7141417079e+04 1.3606362788e+04
1.1913020328e+02 4.7362749999e+04 1.3608708907e+04
1.1950113852e+02 4.7585136293e+04 1.3611051333e+04
1.1987322873e+02 4.7808581048e+04 1.3613390071e+04
1.2024647752e+02 4.8033089375e+04 1.3615725126e+04
1.2062088850e+02 4.8258666410e+04 1.3618056503e+04
1.2099646528e+02 4.8485317314e+04 1.3620384208e+04
1.2137321149e+02 4.8713047276e+04 1.3622708245e+04
1.2175113077e+02 4.8941861507e+04 1.3625028619e+04
1.2213022677e+02 4.9171765246e+04 1.3627345336e+04
1.2251050317e+02 4.9402763757e+04 1.3629658400e+04
1.2289196363e+02 4.9634862330e+04 1.3631967818e+04
1.2327461185e+02 4.9868066280e+04 1.3634273593e+04
1.2365845151e+02 5.0102380952e+04 1.3636575730e+04
1.2404348634e+02 5.0337811712e+04 1.3638874236e+04
1.2442972004e+02 5.0574363958e+04 1.3641169114e+04
1.2481715637e+02 5.0812043109e+04 1.3643460371e+04
1.2520579904e+02 5.1050854615e+04 1.3645748010e+04
1.2559565184e+02 5.1290803952e+04 1.3648032037e+04
1.2598671852e+02 5.1531896621e+04 1.3650312458e+04
1.2637900286e+02 5.1774138153e+04 1.3652589276e+04
1.2677250865e+02 5.2017534104e+04 1.3654862497e+04
1.2716723970e+02 5.2262090058e+04 1.3657132126e+04
1.2756319983e+02 5.2507811629e+04 1.3659398169e+04
1.2796039285e+02 5.2754704455e+04 1.3661660629e+04
1.2835882261e+02 5.3002774204e+04 1.3663919512e+04
1.2875849297e+02 5.3252026571e+04 1.3666174823e+04
1.2915940777e+02 5.3502467280e+04 1.3668426567e+04
1.2956157090e+02 5.3754102084e+04 1.3670674749e+04
1.2996498624e+02 5.4006936762e+04 1.3672919374e+04
1.3036965770e+02 5.4260977123e+04 1.3675160446e+04
1.3077558918e+02 5.4516229005e+04 1.3677397971e+04
1.3118278461e+02 5.4772698275e+04 1.3679631954e+04
1.3159124792e+02 5.5030390829e+04 1.3681862399e+04
1.3200098306e+02 5.5289312590e+04 1.3684089312e+04
1.3241199399e+02 5.5549469513e+04 1.3686312697e+04
1.3282428469e+02 5.5810867582e+04 1.3688532560e+04
1.3323785913e+02 5.6073512809e+04 1.3690748905e+04
1.3365272132e+02 5.6337411238e+04 1.3692961737e+04
1.3406887526e+02 5.6602568941e+04 1.3695171061e+04
1.3448632498e+02 5.6868992021e+04 1.3697376881e+04
1.3490507451e+02 5.7136686611e+04 1.3699579204e+04
1.3532512790e+02 5.7405658874e+04 1.3701778033e+04
1.3574648921e+02 5.7675915005e+04 1.3703973374e+04
1.3616916251e+02 5.7947461228e+04 1.3706165231e+04
1.3659315188e+02 5.8220303799e+04 1.3708353610e+04
1.3701846143e+02 5.8494449003e+04 1.3710538514e+04
1.3744509526e+02 5.8769903160e+04 1.3712719950e+04
1.3787305751e+02 5.9046672617e+04 1.3714897921e+04
1.3830235229e+02 5.9324763754e+04 1.3717072433e+04
1.3873298377e+02 5.9604182985e+04 1.3719243491e+04
1.3916495611e+02 5.9884936753e+04 1.3721411098e+04
1.3959827347e+02 6.0167031533e+04 1.3723575261e+04
1.4003294006e+02 6.0450473834e+04 1.3725735983e+04
1.4046896006e+02 6.0735270196e+04 1.3727893271e+04
1.4090633770e+02 6.1021427191e+04 1.3730047127e+04
1.4134507720e+02 6.1308951425e+04 1.3732197558e+04
1.4178518280e+02 6.1597849535e+04 1.3734344569e+04
1.4222665875e+02 6.1888128194e+04 1.3736488162e+04
1.4266950933e+02 6.2179794104e+04 1.3738628345e+04
1.4311373881e+02 6.2472854004e+04 1.3740765121e+04
1.4355935149e+02 6.2767314664e+04 1.3742898495e+04
1.4400635166e+02 6.3063182889e+04 1.3745028472e+04
1.4445474366e+02 6.3360465517e+04 1.3747155056e+04
1.4490453182e+02 6.3659169421e+04 1.3749278253e+04
1.4535572048e+02 6.3959301506e+04 1.3751398067e+04
1.4580831400e+02 6.4260868714e+04 1.3753514502e+04
1.4626231676e+02 6.4563878020e+04 1.3755627565e+04
1.4671773315e+02 6.4868336434e+04 1.3757737258e+04
1.4717456757e+02 6.5174251001e+04 1.3759843588e+04
1.4763282443e+02 6.5481628801e+04 1.3761946558e+04
1.4809250817e+02 6.5790476948e+04 1.3764046174e+04
1.4855362322e+02 6.6100802593e+04 1.3766142439e+04
1.4901617404e+02 6.6412612923e+04 1.3768235360e+04
1.4948016510e+02 6.6725915159e+04 1.3770324940e+04
1.4994560089e+02 6.7040716559e+04 1.3772411183e+04
1.5041248591e+02 6.7357024417e+04 1.3774494096e+04
1.5088082466e+02 6.7674846062e+04 1.3776573682e+04
1.5135062168e+02 6.7994188863e+04 1.3778649947e+04
1.5182188150e+02 6.8315060222e+04 1.3780722894e+04
1.5229460869e+02 6.8637467579e+04 1.3782792528e+04
1.5276880780e+02 6.8961418413e+04 1.3784858854e+04
1.5324448342e+02 6.9286920237e+04 1.3786921877e+04
1.5372164016e+02 6.9613980603e+04 1.3788981602e+04
1.5420028261e+02 6.9942607102e+04 1.3791038032e+04
1.5468041541e+02 7.0272807361e+04 1.3793091173e+04
1.5516204320e+02 7.0604589045e+04 1.3795141029e+04
1.5564517064e+02 7.0937959859e+04 1.3797187604e+04
1.5612980238e+02 7.1272927545e+04 1.3799230904e+04
1.5661594312e+02 7.1609499883e+04 1.3801270933e+04
1.5710359755e+02 7.1947684694e+04 1.3803307695e+04
1.5759277040e+02 7.2287489835e+04 1.3805341196e+04
1.5808346637e+02 7.2628923206e+04 1.3807371439e+04
1.5857569023e+02 7.2971992743e+04 1.3809398429e+04
1.5906944672e+02 7.3316706424e+04 1.3811422171e+04
1.5956474062e+02 7.3663072264e+04 1.3813442669e+04
1.6006157671e+02 7.4011098323e+04 1.3815459929e+04
1.6055995980e+02 7.4360792695e+04 1.3817473953e+04
1.6105989470e+02 7.4712163520e+04 1.3819484748e+04
1.6156138625e+02 7.5065218974e+04 1.3821492317e+04
1.6206443929e+02 7.5419967279e+04 1.3823496665e+04
1.6256905869e+02 7.5776416693e+04 1.3825497797e+04
1.6307524931e+02 7.6134575518e+04 1.3827495716e+04
1.6358301606e+02 7.6494452097e+04 1.3829490428e+04
1.6409236384e+02 7.6856054816e+04 1.3831481937e+04
1.6460329758e+02 7.7219392100e+04 1.3833470248e+04
1.6511582221e+02 7.7584472419e+04 1.3835455365e+04
1.6562994268e+02 7.7951304284e+04 1.3837437292e+04
1.6614566397e+02 7.8319896249e+04 1.3839416034e+04
1.6666299106e+02 7.8690256911e+04 1.3841391596e+04
1.6718192894e+02 7.9062394908e+04 1.3843363982e+04
1.6770248265e+02 7.9436318925e+04 1.3845333196e+04
1.6822465719e+02 7.9812037687e+04 1.3847299243e+04
1.6874845764e+02 8.0189559965e+04 1.3849262127e+04
1.6927388903e+02 8.0568894574e+04 1.3851221852e+04
1.6980095646e+02 8.0950050370e+04 1.3853178424e+04
1.7032966502e+02 8.1333036257e+04 1.3855131847e+04
1.7086001981e+02 8.1717861183e+04 1.3857082125e+04
1.7139202597e+02 8.2104534138e+04 1.3859029262e+04
1.7192568864e+02 8.2493064162e+04 1.3860973262e+04
1.7246101296e+02 8.2883460336e+04 1.3862914131e+04
1.7299800413e+02 8.3275731788e+04 1.3864851873e+04
1.7353666732e+02 8.3669887692e+04 1.3866786492e+04
1.7407700775e+02 8.4065937268e+04 1.3868717992e+04
1.7461903063e+02 8.4463889783e+04 1.3870646378e+04
1.7516274120e+02 8.4863754550e+04 1.3872571654e+04
1.7570814473e+02 8.5265540927e+04 1.3874493825e+04
1.7625524647e+02 8.5669258321e+04 1.3876412895e+04
1.7680405173e+02 8.6074916186e+04 1.3878328868e+04
1.7735456579e+02 8.6482524023e+04 1.3880241748e+04
1.7790679399e+02 8.6892091381e+04 1.3882151541e+04
1.7846074167e+02 8.7303627858e+04 1.3884058249e+04
1.7901641416e+02 8.7717143098e+04 1.3885961879e+04
1.7957381685e+02 8.8132646794e+04 1.3887862434e+04
1.8013295513e+02 8.8550148690e+04 1.3889759917e+04
1.8069383439e+02 8.8969658577e+04 1.3891654335e+04
1.8125646005e+02 8.9391186295e+04 1.3893545690e+04
1.8182083757e+02 8.9814741735e+04 1.3895433988e+04
1.8238697238e+02 9.0240334835e+04 1.3897319232e+04
1.8295486996e+02 9.0667975588e+04 1.3899201427e+04
1.8352453581e+02 9.1097674031e+04 1.3901080577e+04
1.8409597542e+02 9.1529440257e+04 1.3902956687e+04
1.8466919432e+02 9.1963284407e+04 1.3904829760e+04
1.8524419805e+02 9.2399216673e+04 1.3906699802e+04
1.8582099217e+02 9.2837247299e+04 1.3908566815e+04
1.8639958225e+02 9.3277386582e+04 1.3910430805e+04
1.8697997388e+02 9.3719644867e+04 1.3912291776e+04
1.8756217267e+02 9.4164032555e+04 1.3914149732e+04
1.8814618426e+02 9.4610560099e+04 1.3916004677e+04
1.8873201428e+02 9.5059238001e+04 1.3917856615e+04
1.8931966839e+02 9.5510076821e+04 1.3919705552e+04
1.8990915229e+02 9.5963087169e+04 1.3921551490e+04
1.9050047165e+02 9.6418279710e+04 1.3923394434e+04
1.9109363221e+02 9.6875665161e+04 1.3925234389e+04
1.9168863968e+02 9.7335254295e+04 1.3927071358e+04
1.9228549983e+02 9.7797057939e+04 1.3928905346e+04
1.9288421842e+02 9.8261086973e+04 1.3930736358e+04
1.9348480124e+02 9.8727352335e+04 1.3932564396e+04
1.9408725409e+02 9.9195865016e+04 1.3934389466e+04
1.9469158280e+02 9.9666636062e+04 1.3936211571e+04
1.9529779320e+02 1.0013967658e+05 1.3938030716e+04
1.9590589115e+02 1.0061499772e+05 1.3939846905e+04
1.9651588254e+02 1.0109261070e+05 1.3941660142e+04
1.9712777325e+02 1.0157252680e+05 1.3943470431e+04
1.9774156921e+02 1.0205475735e+05 1.3945277776e+04
1.9835727634e+02 1.0253931372e+05 1.3947082182e+04
1.9897490060e+02 1.0302620737e+05 1.3948883653e+04
1.9959444795e+02 1.0351544979e+05 1.3950682193e+04
2.0021592438e+02 1.0400705254e+05 1.3952477805e+04
2.0083933590e+02 1.0450102725e+05 1.3954270494e+04
2.0146468854e+02 1.0499738560e+05 1.3956060265e+04
2.0209198833e+02 1.0549613930e+05 1.3957847121e+04
2.0272124134e+02 1.0599730017e+05 1.3959631066e+04
2.0335245366e+02 1.0650088006e+05 1.3961412105e+04
2.0398563138e+02 1.0700689089e+05 1.3963190242e+04
2.0462078062e+02 1.0751534462e+05 1.3964965480e+04
2.0525790753e+02 1.0802625330e+05 1.3966737824e+04
2.0589701825e+02 1.0853962902e+05 1.3968507277e+04
2.0653811897e+02 1.0905548395e+05 1.3970273845e+04
2.0718121588e+02 1.0957383029e+05 1.3972037531e+04
2.0782631521e+02 1.1009468035e+05 1.3973798338e+04
2.0847342317e+02 1.1061804645e+05 1.3975556272e+04
2.0912254603e+02 1.1114394101e+05 1.3977311336e+04
2.0977369007e+02 1.1167237650e+05 1.3979063534e+04
2.1042686156e+02 1.1220336545e+05 1.3980812870e+04
2.1108206684e+02 1.1273692046e+05 1.3982559349e+04
2.1173931222e+02 1.1327305419e+05 1.3984302974e+04
2.1239860407e+02 1.1381177936e+05 1.3986043749e+04
2.1305994875e+02 1.1435310877e+05 1.3987781679e+04
2.1372335266e+02 1.1489705527e+05 1.3989516767e+04
2.1438882221e+02 1.1544363179e+05 1.3991249017e+04
2.1505636382e+02 1.1599285130e+05 1.3992978434e+04
2.1572598396e+02 1.1654472685e+05 1.3994705021e+04
2.1639768909e+02 1.1709927158e+05 1.3996428783e+04
2.1707148571e+02 1.1765649866e+05 1.3998149723e+04
2.1774738032e+02 1.1821642134e+05 1.3999867845e+04
2.1842537947e+02 1.1877905295e+05 1.4001583153e+04
2.1910548970e+02 1.1934440686e+05 1.4003295652e+04
2.1978771758e+02 1.1991249655e+05 1.4005005345e+04
2.2047206972e+02 1.2048333553e+05 1.4006712236e+04
2.2115855272e+02 1.2105693739e+05 1.4008416330e+04
2.2184717322e+02 1.2163331579e+05 1.4010117629e+04
2.2253793787e+02 1.2221248447e+05 1.4011816139e+04
2.2323085336e+02 1.2279445723e+05 1.4013511862e+04
2.2392592637e+02 1.2337924795e+05 1.4015204804e+04
2.2462316363e+02 1.2396687055e+05 1.4016894967e+04
2.2532257187e+02 1.2455733906e+05 1.4018582356e+04
2.2602415786e+02 1.2515066757e+05 1.4020266974e+04
2.2672792837e+02 1.2574687022e+05 1.4021948826e+04
2.2743389022e+02 1.2634596125e+05 1.4023627916e+04
2.2814205021e+02 1.2694795495e+05 1.4025304247e+04
2.2885241519e+02 1.2755286572e+05 1.4026977823e+04
2.2956499204e+02 1.2816070798e+05 1.4028648649e+04
2.3027978764e+02 1.2877149626e+05 1.4030316727e+04
2.3099680889e+02 1.2938524517e+05 1.4031982063e+04
2.3171606273e+02 1.3000196936e+05 1.4033644659e+04
2.3243755610e+02 1.3062168359e+05 1.4035304520e+04
2.3316129599e+02 1.3124440267e+05 1.4036961649e+04
2.3388728938e+02 1.3187014151e+05 1.4038616051e+04
2.3461554330e+02 1.3249891506e+05 1.4040267729e+04
2.3534606477e+02 1.3313073840e+05 1.4041916687e+04
2.3607886087e+02 1.3376562662e+05 1.4043562928e+04
2.3681393867e+02 1.3440359495e+05 1.4045206458e+04
2.3755130529e+02 1.3504465867e+05 1.4046847279e+04
2.3829096783e+02 1.3568883312e+05 1.4048485396e+04
2.3903293346e+02 1.3633613375e+05 1.4050120812e+04
2.3977720935e+02 1.3698657608e+05 1.4051753530e+04
2.4052380269e+02 1.3764017570e+05 1.4053383556e+04
2.4127272069e+02 1.3829694829e+05 1.4055010892e+04
2.4202397059e+02 1.3895690961e+05 1.4056635543e+04
2.4277755966e+02 1.3962007548e+05 1.4058257512e+04
2.4353349517e+02 1.4028646184e+05 1.4059876803e+04
2.4429178444e+02 1.4095608467e+05 1.4061493419e+04
2.4505243479e+02 1.4162896006e+05 1.4063107365e+04
2.4581545357e+02 1.4230510418e+05 1.4064718645e+04
2.4658084816e+02 1.4298453327e+05 1.4066327262e+04
2.4734862596e+02 1.4366726366e+05 1.4067933219e+04
2.4811879439e+02 1.4435331177e+05 1.4069536521e+04
2.4889136088e+02 1.4504269409e+05 1.4071137172e+04
2.4966633291e+02 1.4573542721e+05 1.4072735174e+04
2.5044371797e+02 1.4643152779e+05 1.4074330533e+04
2.5122352357e+02 1.4713101260e+05 1.4075923251e+04
2.5200575725e+02 1.4783389846e+05 1.4077513332e+04
2.5279042657e+02 1.4854020230e+05 1.4079100780e+04
2.5357753911e+02 1.4924994114e+05 1.4080685599e+04
2.5436710247e+02 1.4996313208e+05 1.4082267793e+04
2.5515912430e+02 1.5067979230e+05 1.4083847364e+04
2.5595361224e+02 1.5139993909e+05 1.4085424318e+04
2.5675057398e+02 1.5212358980e+05 1.4086998657e+04
2.5755001721e+02 1.5285076190e+05 1.4088570385e+04
2.5835194967e+02 1.5358147292e+05 1.4090139506e+04
2.5915637910e+02 1.5431574051e+05 1.4091706024e+04
2.5996331328e+02 1.5505358238e+05 1.4093269943e+04
2.6077276000e+02 1.5579501636e+05 1.4094831265e+04
2.6158472710e+02 1.5654006035e+05 1.4096389995e+04
2.6239922242e+02 1.5728873235e+05 1.4097946136e+04
2.6321625382e+02 1.5804105046e+05 1.4099499692e+04
2.6403582922e+02 1.5879703286e+05 1.4101050666e+04
2.6485795652e+02 1.5955669784e+05 1.4102599063e+04
2.6568264368e+02 1.6032006376e+05 1.4104144886e+04
2.6650989866e+02 1.6108714911e+05 1.4105688138e+04
2.6733972946e+02 1.6185797243e+05 1.4107228824e+04
2.6817214411e+02 1.6263255239e+05 1.4108766946e+04
2.6900715064e+02 1.6341090776e+05 1.4110302509e+04
2.6984475712e+02 1.6419305737e+05 1.4111835516e+04
2.7068497166e+02 1.6497902019e+05 1.4113365970e+04
2.7152780237e+02 1.6576881525e+05 1.4114893876e+04
2.7237325740e+02 1.6656246171e+05 1.4116419236e+04
2.7322134492e+02 1.6735997881e+05 1.4117942055e+04
2.7407207313e+02 1.6816138590e+05 1.4119462336e+04
2.7492545024e+02 1.6896670242e+05 1.4120980082e+04
2.7578148451e+02 1.6977594792e+05 1.4122495298e+04
2.7664018422e+02 1.7058914204e+05 1.4124007986e+04
2.7750155765e+02 1.7140630453e+05 1.4125518151e+04
2.7836561314e+02 1.7222745524e+05 1.4127025796e+04
2.7923235903e+02 1.7305261412e+05 1.4128530924e+04
2.8010180371e+02 1.7388180123e+05 1.4130033539e+04
2.8097395557e+02 1.7471503673e+05 1.4131533644e+04
2.8184882305e+02 1.7555234088e+05 1.4133031244e+04
2.8272641460e+02 1.7639373405e+05 1.4134526342e+04
2.8360673870e+02 1.7723923671e+05 1.4136018940e+04
2.8448980387e+02 1.7808886945e+05 1.4137509043e+04
2.8537561863e+02 1.7894265295e+05 1.4138996655e+04
2.8626419155e+02 1.7980060800e+05 1.4140481778e+04
2.8715553122e+02 1.8066275551e+05 1.4141964417e+04
2.8804964624e+02 1.8152911649e+05 1.4143444574e+04
2.8894654527e+02 1.8239971205e+05 1.4144922254e+04
2.8984623697e+02 1.8327456342e+05 1.4146397459e+04
2.9074873004e+02 1.8415369194e+05 1.4147870194e+04
2.9165403319e+02 1.8503711907e+05 1.4149340461e+04
2.9256215518e+02 1.8592486636e+05 1.4150808265e+04
2.9347310479e+02 1.8681695548e+05 1.4152273608e+04
2.9438689082e+02 1.8771340821e+05 1.4153736495e+04
2.9530352211e+02 1.8861424647e+05 1.4155196928e+04
2.9622300750e+02 1.8951949225e+05 1.4156654912e+04
2.9714535589e+02 1.9042916768e+05 1.4158110449e+04
2.9807057619e+02 1.9134329501e+05 1.4159563543e+04
2.9899867735e+02 1.9226189659e+05 1.4161014197e+04
2.9992966833e+02 1.9318499489e+05 1.4162462416e+04
3.0086355814e+02 1.9411261251e+05 1.4163908202e+04
3.0180035579e+02 1.9504477214e+05 1.4165351559e+04
3.0274007035e+02 1.9598149662e+05 1.4166792490e+04
3.0368271090e+02 1.9692280889e+05 1.4168230999e+04
3.0462828653e+02 1.9786873201e+05 1.4169667089e+04
3.0557680641e+02 1.9881928916e+05 1.4171100763e+04
3.0652827969e+02 1.9977450365e+05 1.4172532025e+04
3.0748271556e+02 2.0073439891e+05 1.4173960879e+04
3.0844012326e+02 2.0169899847e+05 1.4175387328e+04
3.0940051204e+02 2.0266832602e+05 1.4176811374e+04
3.1036389117e+02 2.0364240534e+05 1.4178233023e+04
3.1133026997e+02 2.0462126035e+05 1.4179652276e+04
3.1229965779e+02 2.0560491510e+05 1.4181069137e+04
3.1327206398e+02 2.0659339375e+05 1.4182483610e+04
3.1424749795e+02 2.0758672059e+05 1.4183895698e+04
